sigma,epsilon,T
8.80187225,0.163472697,354.736359
3.25605798,0.138867781,342.433899
128.536819,0.401480287,473.740143
166.905441,0.450930178,498.465088
-4.44772911,0.0733346641,309.667328
221.587433,0.51370275,529.851379
26.9455242,0.220604122,383.302063
-4.6489315,0.052930586,299.465302
-4.4772048,0.0724944994,309.247253
-4.69926977,0.0578515716,301.925781
57.7647591,0.288897783,417.448883
-3.47461987,0.0288057607,287.402893
-4.16083956,0.0390078016,292.503906
-2.4402678,0.0180036016,282.001801
-4.33299351,0.0762152448,311.107635
90.4752655,0.345669121,445.834564
-4.45633459,0.0730946213,309.547302
29.311657,0.22672534,386.362671
157.394547,0.439167827,492.583923
115.051003,0.382636517,464.318268
112.463913,0.378915787,462.457886
103.327484,0.365473092,455.736542
6.03020096,0.151950389,348.975189
106.309158,0.369913995,457.957001
21.4445496,0.205481097,375.74054
18.6029129,0.19707942,371.539703
91.2333679,0.346869379,446.434692
168.875458,0.453330666,499.665344
4.35291958,0.144268855,345.13443
223.140076,0.515383065,530.691528
110.973289,0.376755357,461.377686
12.2482405,0.176315263,361.157623
27.6331501,0.22240448,384.20224
31.5627117,0.232366472,389.183228
217.835693,0.509621918,527.810974
-4.15355253,0.0799359903,312.967987
112.546974,0.379035801,462.517914
9.57358742,0.166473299,356.236633
17.3939209,0.193358675,369.679321
-2.18099809,0.0157231446,280.861572
3.37455177,0.139467895,342.733948
86.1317368,0.338707745,442.353882
214.984909,0.506501317,526.250671
148.402023,0.427765548,486.882782
36.4204788,0.244008794,395.004395
-4.50921202,0.047169432,296.584717
40.370388,0.253010601,399.50531
89.4184723,0.343988806,444.994385
72.7547226,0.316263258,431.131622
198.742142,0.48837769,517.188843
143.206894,0.421044201,483.522095
132.163162,0.406401277,476.200653
29.5006104,0.22720544,386.602722
236.748215,0.529905975,537.953003
-4.60296917,0.0680536106,307.026794
3.44605422,0.139827967,342.913971
64.2892227,0.301140219,423.570099
-3.93537807,0.0351670347,290.583527
42.8758812,0.258531719,402.265839
150.558517,0.430526108,488.263062
103.808533,0.366193235,456.096619
126.696106,0.398959786,472.479889
117.240166,0.385757148,465.878571
159.701828,0.442048401,494.0242
35.1413002,0.241008207,393.504089
224.474533,0.516823351,531.411682
-3.94651556,0.0835367069,314.768341
-3.11920881,0.0944588929,320.229431
227.377304,0.519944012,532.971985
64.747818,0.301980406,423.990204
-2.5838244,0.019323865,282.661926
142.195694,0.419723958,482.861969
56.5202751,0.286497295,416.248657
-2.55807972,0.0190838166,282.541901
227.713242,0.520304084,533.152039
130.035202,0.403520703,474.760345
237.659805,0.530866146,538.433105
-4.08818102,0.0811362267,313.568115
122.531387,0.393198639,469.599335
-4.35202932,0.0429685935,294.484283
53.7622185,0.28109622,413.548096
79.2870789,0.32742548,436.712738
12.0451145,0.17559512,360.797546
89.493782,0.34410882,445.054413
85.0970001,0.337027401,441.513702
83.0435791,0.333666742,439.833374
13.3862562,0.180276051,363.138031
166.708969,0.45069015,498.345062
-4.65180159,0.065533109,305.766541
-2.2089653,0.015963193,280.981598
-3.69824529,0.0872574523,316.628723
31.2715931,0.231646329,388.823151
-0.153049916,0.000960192061,273.480103
110.56073,0.376155227,461.077606
-4.3977685,0.0746549293,310.327454
243.16008,0.536627352,541.31366
116.986671,0.385397077,465.698547
141.096039,0.418283671,482.141815
35.5996399,0.242088422,394.04422
231.084091,0.5239048,534.952393
46.1809883,0.265613109,405.806549
-4.43454456,0.0736947358,309.847382
-0.632522643,0.00408081617,275.040405
101.333397,0.362472504,454.236237
-4.23520565,0.0404480882,293.22406
-4.22921991,0.0403280668,293.164032
-4.57497692,0.0494498909,297.724945
-4.24706125,0.0406881385,293.344055
200.437744,0.490298063,518.149048
59.2100754,0.291658342,418.829163
175.947952,0.461852372,503.926178
166.316345,0.450210035,498.105011
-4.23894215,0.0782556534,312.127838
9.23150444,0.165153027,355.576508
-4.09488201,0.0810162053,313.508087
63.7016449,0.300060004,423.029999
193.691879,0.482616514,514.308289
3.63821626,0.140788153,343.394073
203.206009,0.493418694,519.709351
217.505951,0.509261847,527.63092
221.144653,0.513222635,529.611328
-2.02323389,0.105141029,325.570526
57.9524193,0.289257854,417.628937
125.73645,0.397639513,471.819763
35.4465904,0.241728351,393.864166
34.3325081,0.23908782,392.543915
-0.647444129,0.115823165,330.911591
5.89422798,0.151350275,348.67514
-4.7001071,0.0580916181,302.045807
13.9151583,0.182076409,364.038208
8.95457268,0.164072812,355.036407
-2.09614158,0.0150030004,280.501495
31.6599941,0.232606515,389.303253
236.975983,0.530146003,538.072998
-4.35864115,0.0756151229,310.807556
23.9154491,0.212442487,379.221252
19.3990536,0.199479893,372.73996
24.5275764,0.214122832,380.061401
-3.40558124,0.0279655922,286.982788
6.5544982,0.154230848,350.115417
114.883331,0.382396489,464.198242
78.3595657,0.325865179,435.932587
33.2330437,0.23644729,391.223633
67.1281204,0.306301266,426.150635
-4.15988874,0.0798159614,312.90799
-0.157344416,0.119183838,332.591919
-4.20489311,0.03984797,292.923981
4.93988848,0.1470294,346.514709
8.6197176,0.162752554,354.376282
220.481186,0.512502491,529.251221
21.6534176,0.206081212,376.040619
18.4058552,0.196479291,371.239655
218.826187,0.510702133,528.351074
229.396072,0.522104442,534.052185
12.8300934,0.178355664,362.177826
38.400753,0.248569712,397.284851
46.5799103,0.266453296,406.226654
88.6668701,0.342788547,444.394287
-4.54553699,0.0483696721,297.184845
-4.37358904,0.0752550513,310.627533
29.8799839,0.228165627,387.082825
146.537582,0.425365061,485.682526
-1.73830843,0.107541509,326.770752
200.013275,0.489817977,517.908997
49.6468773,0.272814572,409.407288
-4.46896696,0.0727345496,309.367279
-4.63845348,0.0523304678,299.165222
1.02455306,0.126625329,336.312653
190.251694,0.478655726,512.327881
210.738358,0.501820385,523.910156
128.80069,0.401840359,473.920197
19.1988354,0.198879778,372.43988
144.128815,0.422244459,484.122223
36.9374084,0.245209038,395.604523
5.09593153,0.147749543,346.874786
39.0881348,0.250130028,398.065002
235.042953,0.528105617,537.052795
2.27204251,0.133706748,339.853363
33.681057,0.237527505,391.763763
24.2207527,0.21328266,379.641327
227.601242,0.52018404,533.092041
-1.28452003,0.111142226,328.571106
0.0426462181,0.120504104,333.252045
59.3364716,0.29189837,418.949188
195.474243,0.48465693,515.328491
84.1409607,0.3354671,440.733551
167.29866,0.451410294,498.705139
58.2657623,0.289857984,417.928986
94.6782074,0.352270454,449.135223
83.9942932,0.335227042,440.613525
229.508438,0.522224426,534.112244
-4.32247829,0.0764552876,311.227631
43.0414619,0.258891791,402.445892
119.873314,0.389477909,467.738953
78.9297943,0.326825351,436.412689
172.745132,0.458011597,502.005798
8.55926323,0.162512496,354.256256
102.847389,0.364752948,455.376465
118.511147,0.387557507,466.778748
50.4706993,0.274494886,410.247437
55.042057,0.283616722,414.80835
1.06488633,0.126865372,336.432678
30.7888317,0.230446085,388.223053
14.1644583,0.182916582,364.458282
98.2558517,0.357791573,451.895782
116.733406,0.385037005,465.518494
10.0782413,0.168393672,357.196838
153.39119,0.434126824,490.063416
80.2192383,0.32898581,437.492889
-4.17361879,0.0392478481,292.623932
-4.68819952,0.0560512096,301.025604
35.8041267,0.242568508,394.284271
81.228302,0.330666125,438.333069
153.201645,0.433886766,489.94339
30.6926441,0.230206043,388.103027
142.838821,0.420564115,483.282043
-3.74884391,0.0324064828,289.203247
33.5314445,0.237167433,391.58371
98.0207977,0.357431501,451.715729
1.68636656,0.130466089,338.233032
-2.47989535,0.0183636732,282.181824
215.203629,0.506741345,526.370667
178.26535,0.464612931,505.306458
240.976593,0.534346879,540.173462
-2.21427679,0.103460692,324.730347
140.36496,0.41732347,481.661743
246.045624,0.53962791,542.813965
246.161331,0.539747953,542.873962
22.9658527,0.209801957,377.90097
169.171799,0.453690737,499.845367
235.951782,0.529065788,537.532898
-3.05419588,0.0951790363,320.589508
53.0969086,0.279775947,412.88797
21.4862614,0.205601126,375.800568
226.817856,0.519343853,532.671936
-4.65559816,0.0652930588,305.646515
189.214355,0.477455497,511.727753
5.3322587,0.148829773,347.414886
-2.82050848,0.02160432,283.802155
-2.71017361,0.0205241051,283.262054
153.012192,0.433646739,489.823364
17.5482063,0.193838775,369.919373
2.60816431,0.135507107,340.75354
15.916317,0.188677728,367.338867
65.4053421,0.303180635,424.590332
-4.46059227,0.0457291454,295.864563
197.896622,0.487417489,516.70874
109.491165,0.374594927,460.297455
198.953766,0.488617718,517.308838
-4.53428507,0.0706941411,308.347076
1.83581638,0.131306261,338.653137
70.4265366,0.312182426,429.091217
96.5377274,0.355151027,450.5755
99.4347229,0.359591931,452.795959
25.2790527,0.216163233,381.081604
241.320801,0.53470695,540.353455
77.6492691,0.324664921,435.332458
8.49893951,0.162272453,354.13623
14.9946747,0.185677141,365.838562
-4.36864281,0.0753750727,310.687531
137.095154,0.41300261,479.501312
38.4534492,0.248689741,397.344879
52.3751068,0.278335661,412.167847
105.096001,0.368113637,457.056824
98.4911423,0.358151644,452.075806
138.090775,0.414322853,480.161438
115.38665,0.383116633,464.558319
79.3586121,0.327545524,436.772766
141.920441,0.419363886,482.681946
40.2091675,0.252650529,399.325256
109.984261,0.37531507,460.657532
123.221382,0.39415884,470.079407
34.5339813,0.239567921,392.783966
108.262566,0.372794569,459.397278
25.0128021,0.21544309,380.721558
-4.69983816,0.0606121235,303.306061
142.654953,0.420324057,483.162018
172.94458,0.458251655,502.125824
161.829346,0.444688946,495.344482
13.5617504,0.180876181,363.43808
3.49389172,0.140068009,343.033997
8.05071831,0.160472095,353.236053
66.7288666,0.305581123,425.790558
10.6559858,0.170554116,358.277069
29.1231937,0.226245254,386.12262
64.3546524,0.301260263,423.630127
8.98521137,0.16419284,355.096405
18.9994049,0.198279649,372.139832
26.8543644,0.220364079,383.182037
193.064453,0.481896371,513.948181
14.0218077,0.182436481,364.218231
41.7788277,0.256131232,401.065613
69.2070465,0.310021996,428.011017
-1.75288963,0.107421488,326.710754
214.438492,0.505901158,525.950562
229.845703,0.522584498,534.292236
158.258118,0.440248042,493.124023
154.340393,0.435327053,490.663544
219.156769,0.511062205,528.531128
92.9106903,0.349509895,447.754944
218.055634,0.509861946,527.930969
-4.50487518,0.0716543272,308.827179
185.808151,0.473494709,509.747345
201.606979,0.491618335,518.809143
206.097672,0.496659338,521.329651
38.6117172,0.249049813,397.524902
6.16700792,0.152550504,349.275269
-3.0651207,0.0950590149,320.52951
8.64999485,0.162872568,354.436279
11.3764687,0.173194632,359.597321
-3.80778861,0.0332466476,289.623322
180.595581,0.467373461,506.686737
-2.63483882,0.0198039599,282.901978
32.4426346,0.234526902,390.263458
48.8287621,0.271134228,408.567108
233.569229,0.526545286,536.272644
11.7091675,0.174394876,360.197449
4.40325451,0.144508898,345.254456
60.4791565,0.2940588,420.029419
-4.12157679,0.0382876582,292.143829
24.1333675,0.213042602,379.521301
75.6050415,0.321184248,433.592133
151.87764,0.432206452,489.10321
124.779907,0.39631927,471.159637
11.1126509,0.172234446,359.117218
-3.24057794,0.0260452088,286.022614
14.4513025,0.183876783,364.938385
4.55506611,0.145229042,345.614532
-4.58110094,0.0496899374,297.844971
132.252151,0.406521291,476.260651
177.659576,0.463892788,504.946381
0.0610352047,0.120624125,333.312073
-3.16523337,0.0252050404,285.602509
21.0705643,0.204400882,375.200439
-4.6723485,0.0640928149,305.046417
29.690052,0.227685541,386.842773
-2.52562881,0.100580119,323.29007
210.413177,0.501460314,523.730164
238.002029,0.531226218,538.613098
93.4471283,0.350350082,448.175049
30.3091164,0.229245856,387.622925
18.3272533,0.196239248,371.119629
34.3828316,0.239207849,392.603912
0.628792703,0.124224842,335.112427
25.1457882,0.215803161,380.901581
-1.22162783,0.111622326,328.811157
-1.20172322,0.00804160815,277.020813
-4.55808067,0.0698539689,307.926971
-0.0123128025,0.120144032,333.072021
17.8583031,0.194798961,370.399475
5.22688961,0.148349673,347.174835
120.385834,0.390198052,468.09903
74.3479309,0.319023818,432.511902
160.764099,0.443368673,494.684326
105.176697,0.368233651,457.116821
108.344292,0.372914582,459.457306
180.290909,0.467013389,506.506714
58.4541092,0.290218055,418.109009
181.409088,0.468333662,507.16684
-4.48529482,0.0722544491,309.127228
205.775528,0.496299267,521.149658
166.610779,0.450570107,498.285065
231.647919,0.5245049,535.252441
24.4836521,0.214002803,380.001404
246.277084,0.539867997,542.93396
-1.16847551,0.00780156022,276.900787
105.580551,0.36883378,457.41687
-2.82819104,0.0975795165,321.789764
34.4835701,0.239447892,392.723938
6.63838053,0.15459092,350.295471
-1.68116248,0.0116423285,278.821167
181.612701,0.468573719,507.286865
4.96581173,0.147149429,346.574707
14.7039776,0.18471694,365.358459
15.7303886,0.188077614,367.038818
20.4938583,0.202720538,374.36026
62.0815239,0.297059417,421.529694
-4.69364309,0.0567713529,301.385681
4.86231947,0.146669328,346.334656
13.491456,0.180636123,363.318054
152.066483,0.43244648,489.223236
-3.98807931,0.0360072032,291.003601
-2.41126609,0.101660334,323.83017
-2.42697954,0.0178835765,281.941803
124.259468,0.395599127,470.799561
-4.69227171,0.0620524101,304.026215
37.093071,0.24556911,395.784546
37.8230705,0.247249454,396.624725
-4.04025316,0.0819763988,313.98819
19.680687,0.200320065,373.160034
42.3258743,0.257331461,401.665741
0.512753248,0.123504698,334.75235
105.985069,0.36943388,457.716949
146.723572,0.425605118,485.802551
105.257416,0.368353665,457.176849
95.2189713,0.353110611,449.555298
55.164608,0.283856779,414.928375
62.4041328,0.297659546,421.829773
117.832565,0.386597306,466.298645
11.5756979,0.17391479,359.957397
41.4520226,0.255411088,400.705536
73.8614807,0.318183631,432.091827
30.3569508,0.22936587,387.682922
42.6555252,0.258051604,402.025818
147.188995,0.426205248,486.102631
97.7077713,0.356951386,451.475708
172.147385,0.457291454,501.645721
48.5379639,0.270534098,408.267059
17.6255398,0.194078818,370.039398
106.877335,0.370754153,458.377075
82.6791534,0.333066612,439.533295
35.0397797,0.240768149,393.384064
122.187012,0.392718554,469.359283
43.5397911,0.259972006,402.985992
29.2173653,0.226485297,386.242645
3.71083474,0.141148224,343.574127
227.937317,0.520544112,533.272034
236.406754,0.529545903,537.772949
14.9218082,0.185437083,365.718536
194.949295,0.484056801,515.028381
-2.7349689,0.0207641535,283.38208
106.958603,0.370874166,458.437073
223.806885,0.516103208,531.051636
71.7921524,0.314582914,430.291473
192.959961,0.481776357,513.888184
0.265599638,0.12194439,333.972198
93.6774292,0.350710154,448.355072
-4.665411,0.054010801,300.005402
92.6811981,0.349149823,447.574921
-3.78213525,0.0860572085,316.028595
28.0954113,0.223604724,384.802368
135.38266,0.410722136,478.361084
136.192703,0.411802351,478.901184
2.92878413,0.137187436,341.593719
136.6436,0.412402481,479.201233
54.2482758,0.282056421,414.028198
13.456357,0.180516109,363.258057
63.311203,0.299339861,422.669922
-0.211158708,0.118823767,332.411896
-4.66101408,0.0649329871,305.466492
-4.31716537,0.0765753165,311.287659
30.8369694,0.230566114,388.283051
238.801346,0.532066405,539.033203
-4.03326082,0.0820964202,314.048218
-4.63952017,0.0662532523,306.126617
17.4709988,0.193598717,369.799347
-3.39556217,0.027845569,286.922791
38.137722,0.247969598,396.984802
37.3531113,0.246169239,396.084625
179.783615,0.466413289,506.206635
127.308418,0.399799973,472.899994
228.49791,0.521144211,533.572144
2.29421234,0.133826762,339.913391
110.890724,0.376635313,461.317657
180.087921,0.466773361,506.386688
202.672409,0.492818564,519.409302
-0.65041703,0.00420084037,275.100433
169.072998,0.453570724,499.78537
165.238632,0.448889792,497.444885
192.646652,0.481416285,513.70813
44.599678,0.26225245,404.126221
-4.38337088,0.075015001,310.507507
136.553375,0.412282467,479.141235
96.7712555,0.355511099,450.755554
13.7027273,0.181356266,363.678131
109.080971,0.373994797,459.997406
49.2371025,0.271974385,408.987183
29.5479259,0.227325469,386.66272
115.302696,0.382996589,464.498291
-4.69845152,0.0609721951,303.486084
44.7118645,0.262492508,404.246246
239.830688,0.53314662,539.573303
138.544342,0.414922982,480.461487
128.712708,0.401720345,473.860168
208.682465,0.499539912,522.769958
198.424896,0.488017589,517.008789
177.558701,0.463772744,504.886383
-3.79114151,0.033006601,289.503296
-4.09463024,0.0378075615,291.903778
151.123245,0.431246251,488.623138
61.6310692,0.29621923,421.109619
-2.97671962,0.096019201,321.009613
125.30127,0.397039413,471.519714
-1.25129306,0.00840168074,277.200836
-0.613341868,0.116063215,331.031616
-4.01206493,0.0824564919,314.228241
239.601791,0.532906592,539.453308
31.0781231,0.231166229,388.58313
47.9585571,0.269333869,407.666931
3.80813265,0.141628325,343.814148
-3.75734806,0.0864172801,316.208649
102.527855,0.364272863,455.136414
117.071144,0.385517091,465.758545
116.64904,0.384916991,465.458496
229.059082,0.52174437,533.872192
53.9442749,0.281456292,413.728149
-3.19775939,0.0255651139,285.782562
66.5296173,0.305221051,425.610535
-4.44316483,0.0452490486,295.624512
-0.915239513,0.113902777,329.951385
191.603806,0.480216056,513.108032
233.116547,0.52606523,536.032593
-4.04720926,0.08185637,313.928192
6.3046484,0.153150633,349.575317
20.0044441,0.201280251,373.640137
-1.09416187,0.11258252,329.29126
-3.38602114,0.0913382694,318.669128
170.062164,0.454770952,500.385468
24.5715332,0.214242846,380.121429
-4.56454706,0.0696139261,307.806976
4.30271959,0.144028813,345.014404
-4.45205021,0.0732146427,309.60733
27.7253571,0.222644523,384.322266
0.824950755,0.125425085,335.712555
196.525909,0.485857159,515.928589
-4.15439224,0.0388877764,292.443878
0.436084032,0.123024605,334.512299
-3.11023808,0.0246049203,285.30246
167.889221,0.452130437,499.065216
88.067543,0.341828376,443.914185
65.0104904,0.302460492,424.230255
-4.44757891,0.0453690737,295.68454
-4.25055599,0.0780156031,312.007812
91.6895218,0.347589523,446.794769
-4.40171719,0.0441688336,295.084412
143.4832,0.421404272,483.702148
184.883728,0.472414494,509.207245
-3.00877023,0.0235247053,284.76236
13.0723972,0.179195836,362.597931
226.370728,0.518863797,532.431885
-2.41365147,0.0177635532,281.881775
139.180405,0.41576314,480.881561
-2.9655087,0.0961392298,321.069611
126.172272,0.398239642,472.119812
43.9847641,0.260932177,403.466095
179.276917,0.46581316,505.906586
40.9097214,0.25421083,400.105408
73.1689224,0.316983402,431.491699
188.696579,0.476855367,511.427673
142.103912,0.419603914,482.801971
-1.72369206,0.10766153,326.83078
-3.99054241,0.0828165635,314.408295
-4.26770258,0.0776555315,311.827759
186.83757,0.474694937,510.347473
1.2071358,0.127705544,336.852783
197.158051,0.486577302,516.288635
2.00866771,0.132266447,339.13324
222.363174,0.514542937,530.271484
10.818347,0.171154231,358.577118
0.805179894,0.125305057,335.652527
24.8359222,0.214962989,380.481506
-4.39208555,0.0439287871,294.964386
22.4967136,0.208481699,377.240845
26.3099937,0.218923777,382.461884
97.0830002,0.355991185,450.995605
195.369202,0.484536916,515.268433
205.990265,0.496539295,521.269653
-1.46191716,0.0099619925,277.980988
15.4714327,0.187237442,366.618713
12.3502398,0.176675335,361.337677
10.3979044,0.169593915,357.796967
53.7015915,0.280976206,413.488098
16.6680088,0.191078216,368.539093
-1.55684102,0.0106821368,278.341064
122.617546,0.393318653,469.659332
93.5238647,0.350470096,448.235046
27.5870934,0.222284451,384.142242
-3.69680357,0.0316863358,288.84317
88.7419128,0.342908591,444.454285
73.3072128,0.317223459,431.611725
-0.0487788171,0.119903982,332.951996
51.6574707,0.276895374,411.447693
209.222672,0.500140011,523.070007
-1.71184254,0.0118823769,278.941193
220.591705,0.512622535,529.311279
209.33078,0.500260055,523.130005
15.2507181,0.186517298,366.258636
-0.980791688,0.113422684,329.711334
4.05374002,0.142828569,344.414276
209.655258,0.500620127,523.310059
0.303243071,0.12218444,334.092224
2.45035386,0.134666935,340.333466
19.2788277,0.199119821,372.559906
11.4759369,0.173554704,359.777344
6.61038637,0.154470891,350.235443
-1.79642189,0.107061416,326.530701
-2.39838171,0.101780355,323.890167
19.0790825,0.198519707,372.259857
118.341347,0.387317449,466.658722
-3.9977529,0.0826965421,314.348267
14.9582262,0.185557112,365.778564
215.75087,0.507341444,526.670715
196.947235,0.486337274,516.16864
135.922455,0.41144228,478.72113
61.1820068,0.295379072,420.689545
206.742599,0.497379482,521.689758
90.5509567,0.345789164,445.894592
232.325272,0.525225043,535.612549
14.2717838,0.183276653,364.638336
-2.48782754,0.10094019,323.470093
62.6627274,0.298139632,422.069824
25.7252769,0.217363477,381.681732
136.372986,0.412042409,479.02121
186.425522,0.474214852,510.107422
65.0762253,0.302580506,424.290253
38.770256,0.249409884,397.704956
36.9892654,0.245329067,395.66452
196.736526,0.486097217,516.048584
7.52266026,0.158311665,352.155823
173.144135,0.458491713,502.24585
42.4356384,0.257571518,401.785767
118.936111,0.388157636,467.078827
24.7035885,0.214602917,380.301453
35.3956337,0.241608322,393.804169
81.3728943,0.330906183,438.453094
-2.50046349,0.100820161,323.410095
2.22780561,0.133466691,339.733337
110.478302,0.376035213,461.017609
186.01384,0.473734736,509.867371
156.150726,0.437607527,491.803772
15.3609314,0.18687737,366.43869
105.6614,0.368953794,457.476898
64.9447784,0.302340478,424.170227
141.004562,0.418163627,482.081818
15.9909115,0.188917786,367.458893
101.890068,0.363312662,454.656342
-4.4300766,0.0738147646,309.907379
25.770071,0.217483491,381.74176
26.084486,0.218323663,382.161835
168.086273,0.452370465,499.185242
19.8423138,0.200800166,373.400085
-4.22319603,0.0402080417,293.104034
159.991241,0.442408472,494.204254
-4.57185793,0.0493298657,297.664948
190.563354,0.479015797,512.507874
187.35318,0.475295067,510.647522
192.333542,0.481056213,513.528076
16.3281689,0.189998001,367.998993
140.547577,0.417563498,481.781769
178.568573,0.464973003,505.486511
144.868164,0.423204631,484.602325
55.7175179,0.284936994,415.468506
24.4397583,0.213882774,379.941376
5.94851732,0.151590317,348.795166
80.7951889,0.329945982,437.972992
-0.423289239,0.11738348,331.691742
-0.228599563,0.00144028803,273.720154
-4.64485359,0.0526905395,299.345276
2.9519403,0.137307465,341.653717
157.202927,0.438927799,492.463898
167.200317,0.45129025,498.645142
-4.07466936,0.0813762769,313.688141
63.4412384,0.299579918,422.789948
230.520844,0.523304641,534.652344
210.629944,0.501700342,523.850159
-1.60549355,0.108621724,327.310852
183.040741,0.470254064,508.127014
207.280685,0.497979581,521.989807
0.116410024,0.120984197,333.492096
-4.50149012,0.0469293855,296.464691
-4.69734001,0.0612122416,303.60611
34.2822151,0.238967791,392.483887
125.910698,0.397879571,471.939789
2.05222225,0.132506505,339.253265
64.6822205,0.301860362,423.930176
198.002228,0.487537503,516.768738
53.5804253,0.280736148,413.368073
-4.4251256,0.0447689556,295.384491
-4.21527576,0.0787357464,312.367859
-1.26773596,0.008521704,277.260864
172.844849,0.458131641,502.065826
46.465786,0.266213238,406.106628
-2.60027218,0.0998599753,322.929993
15.8046637,0.188317657,367.158844
131.540985,0.405561119,475.780548
124.606323,0.396079212,471.039612
-3.8934989,0.084376879,315.188446
-1.67963159,0.108021602,327.010803
109.57328,0.374714941,460.357483
6.89182186,0.155671135,350.835571
56.8303185,0.287097424,416.548706
49.2955551,0.272094429,409.047211
-1.63484228,0.0112822568,278.641113
-4.40249395,0.0745349079,310.267456
-0.596238494,0.116183236,331.091614
137.27594,0.413242638,479.621338
11.5424118,0.173794761,359.897369
49.061924,0.271614313,408.807159
1.79294538,0.131066218,338.533112
106.066048,0.369553924,457.776947
228.385757,0.521024227,533.512085
61.8883018,0.296699345,421.34967
65.8012161,0.303900778,424.950378
-1.65008187,0.108261652,327.130829
239.372986,0.532666504,539.333252
224.697266,0.517063439,531.531677
23.4819469,0.211242244,378.621124
3.42218614,0.139707938,342.853973
2.74475694,0.13622725,341.113617
95.6060333,0.353710741,449.855377
67.4616013,0.306901366,426.450684
9.41760349,0.16587317,355.936584
-4.67469835,0.0547309443,300.365479
-0.739282668,0.00480096042,275.400482
189.525299,0.477815568,511.907776
52.4350967,0.278455704,412.227844
77.578392,0.324544907,435.272461
156.533005,0.438087612,492.043823
177.357025,0.463532716,504.766357
-2.51306391,0.10070014,323.350067
22.3270531,0.208001599,377.000793
85.3920975,0.337507516,441.753754
103.167343,0.365233034,455.616516
-4.50537014,0.0470494106,296.524719
116.902222,0.385277063,465.638519
180.697174,0.467493504,506.746735
1.94359219,0.131906375,338.953186
176.148956,0.462092429,504.046204
227.489258,0.520063996,533.031982
-4.64691162,0.0528105609,299.405273
177.155441,0.463292658,504.646332
-3.88869524,0.0344468877,290.22345
139.726593,0.416483283,481.241638
-2.67268419,0.0201640334,283.082031
206.957764,0.49761951,521.809753
123.048729,0.393918782,469.959381
108.835175,0.373634726,459.817352
168.18483,0.452490509,499.245239
-4.70057583,0.0603720732,303.186035
-3.57472944,0.0889377892,317.468903
-4.58893156,0.0686537325,307.326874
-4.70154285,0.05869174,302.345856
171.649933,0.456691325,501.345673
16.3658009,0.19011803,368.059021
24.7917805,0.214842975,380.421478
32.2952957,0.234166831,390.083405
-4.65091372,0.0530506112,299.525299
59.7163391,0.292618513,419.309265
173.243942,0.458611727,502.305847
68.4662781,0.308701754,427.350861
23.0944557,0.210162029,378.081024
244.081894,0.537587523,541.793762
1.70761395,0.130586118,338.29306
-2.80480528,0.0978195667,321.90979
21.8630695,0.206681341,376.340668
52.6753502,0.27893579,412.467896
39.5669708,0.251210243,398.605133
2.72190642,0.136107221,341.053619
204.703247,0.495099008,520.5495
199.589188,0.489337862,517.668945
163.578934,0.446849376,496.424683
239.144257,0.532426476,539.213257
36.1117592,0.243288651,394.644318
164.261475,0.447689533,496.844757
126.783501,0.399079829,472.539917
-3.26589108,0.092778556,319.389282
-3.76587939,0.0326465294,289.323273
-0.247385457,0.00156031211,273.780151
177.054672,0.463172644,504.586304
48.5960617,0.270654142,408.327057
127.220863,0.399679929,472.839966
212.585037,0.503860772,524.930359
240.403351,0.533746779,539.873352
0.609366536,0.12410482,335.052399
-3.95062923,0.0354070812,290.703552
62.533371,0.297899574,421.949799
0.785443425,0.125185043,335.592529
-4.49715328,0.0718943775,308.947205
176.450653,0.462452501,504.226257
45.5004616,0.264172822,405.086426
235.838089,0.528945804,537.4729
52.8558464,0.279295862,412.647919
2.13974094,0.13298659,339.493286
94.8325806,0.352510512,449.255249
33.8809586,0.238007605,392.003815
17.1251431,0.192518502,369.259247
0.0794588402,0.120744146,333.37207
14.5593996,0.184236854,365.118439
228.273605,0.520904183,533.452087
125.997864,0.397999614,471.999786
73.9308929,0.318303674,432.151825
155.006317,0.43616724,491.083618
-3.50097466,0.0898979828,317.948975
9.38650417,0.165753156,355.876587
133.50061,0.408201635,477.10083
201.713409,0.491738349,518.869202
191.395523,0.479975998,512.987976
60.4154282,0.293938786,419.969391
-2.47515607,0.101060212,323.530121
223.362244,0.515623152,530.811584
71.3812943,0.313862771,429.931396
218.716034,0.510582089,528.291077
150.652573,0.430646122,488.323059
96.6155472,0.355271041,450.635529
97.1610031,0.356111228,451.055603
-4.69828272,0.0576115213,301.805756
-3.83870482,0.0852170438,315.608521
41.5608368,0.255651116,400.825562
56.2109451,0.285897166,415.948578
29.5952702,0.227445483,386.722748
121.843056,0.392238438,469.119232
242.009842,0.535427094,540.713562
7.40676928,0.157831565,351.915771
49.1202888,0.271734357,408.867188
46.7513199,0.266813368,406.406677
93.3704147,0.350230038,448.115021
12.6236658,0.177635521,361.817749
85.1707306,0.337147415,441.5737
240.861893,0.534226835,540.113403
-3.21431112,0.093378678,319.689331
4.50432777,0.144988999,345.494507
174.844177,0.460532099,503.266052
112.131927,0.378435701,462.217834
123.307747,0.394278854,470.139435
198.213516,0.487777561,516.888794
118.002052,0.386837363,466.418671
156.246262,0.437727541,491.86377
242.92984,0.536387265,541.193665
111.634743,0.377715558,461.857758
-3.28627181,0.0925385058,319.269257
77.2244186,0.323944777,434.972382
214.110916,0.505541086,525.770569
